ID,totalyearlycompensation,yearsofexperience,yearsatcompany,gender,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic,Education
FLP21675,170000,8,8,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21676,288000,14,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21677,260000,3,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21678,230000,12,8,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21679,229000,11,11,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21680,327000,6,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21681,305000,8,2,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21682,170000,4,4,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21683,160000,7,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21684,161000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21685,380000,18,6,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21686,251000,8,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21687,380000,15,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21688,85000,10,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21689,200000,7,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21690,502000,15,5,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21691,250000,4,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21692,155000,3,3,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21693,171000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21694,167000,2,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21695,140000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21696,196000,6,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21697,195000,3,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21698,250000,3,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21699,170000,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21700,168000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21701,182000,2,2,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21702,251000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21703,132000,1,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21704,135000,12,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21705,334000,3,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21706,195000,3,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21707,330000,17,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21708,301000,16,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21709,420000,10,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21710,135000,5,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21711,188000,3,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21712,254000,5,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21713,144000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21714,165000,3,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21715,90000,3,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21716,288000,3,3,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21717,98000,3,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21718,216000,2,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21719,250000,5,3,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21720,142000,5,5,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21721,150000,1,1,Other,0,0,0,0,0,0,0,0,0,0,NA
FLP21722,173000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21723,170000,6,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21724,205000,15,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21725,135000,2,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21726,330000,9,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21727,157000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21728,133000,10,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21729,540000,10,10,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21730,145000,5,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21731,145000,5,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21732,349000,6,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21733,174000,4,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21734,200000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21735,630000,10,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21736,241000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21737,85000,2,2,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21738,296000,10,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21739,510000,15,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21740,225000,4,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21741,105000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21742,240000,7,3,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21743,225000,14,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21744,75000,2,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21745,167000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21746,149000,2,2,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21747,140000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21748,340000,10,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21749,230000,8,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21750,196000,7,2,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21751,550000,8,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21752,170000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21753,300000,8,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21754,170000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21755,310000,5,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21756,144000,5,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21757,67000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21758,224000,15,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21759,241000,8,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21760,110000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21761,152000,3,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21762,130000,5,5,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21763,195000,4,4,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21764,205000,15,10,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21765,151000,3,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21766,211000,2,2,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21767,283000,4,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21768,159000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21769,250000,8,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21770,167000,8,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21771,278000,5,4,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21772,105000,1,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21773,215000,2,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21774,328000,6,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21775,160000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21776,86000,10,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21777,200000,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21778,177000,11,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21779,189000,35,21,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21780,165000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21781,293000,7,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21782,210000,10,5,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21783,185000,2,2,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21784,140000,3,3,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21785,170000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21786,275000,8,1,Other,0,0,0,0,0,0,0,0,0,0,NA
FLP21787,263000,5,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21788,230000,12,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21789,330000,14,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21790,130000,4,0,Other,0,0,0,0,0,0,0,0,0,0,NA
FLP21791,180000,8,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21792,300000,4,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21793,560000,13,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21794,163000,6,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21795,241000,17,9,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21796,120000,4,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21797,227000,15,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21798,139000,2,2,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21799,162000,8,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21800,428000,8,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21801,334000,9,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21802,202000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21803,145000,4,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21804,210000,8,1,Other,0,0,0,0,0,0,0,0,0,0,NA
FLP21805,420000,20,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21806,164000,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21807,150000,10,5,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21808,173000,7,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21809,85000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21810,847000,15,3,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21811,140000,6,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21812,165000,6,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21813,110000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21814,190000,5,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21815,220000,6,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21816,215000,4,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21817,155000,8,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21818,200000,4,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21819,210000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21820,120000,5,4,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21821,125000,12,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21822,80000,1,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21823,246000,8,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21824,225000,20,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21825,262000,10,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21826,145000,5,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21827,180000,20,7,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21828,441000,9,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21829,390000,13,9,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21830,250000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21831,194000,10,2,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21832,199000,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21833,280000,23,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21834,180000,6,6,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21835,329000,30,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21836,460000,10,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21837,135000,4,4,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21838,82000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21839,162000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21840,275000,20,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21841,285000,4,4,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21842,225000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21843,350000,15,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21844,280000,6,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21845,326000,4,4,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21846,201000,2,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21847,265000,10,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21848,152000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21849,95000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21850,115000,4,2,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21851,278000,8,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21852,200000,12,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21853,125000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21854,191000,6,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21855,212000,9,9,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21856,150000,9,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21857,70000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21858,148000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21859,100000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21860,146000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21861,126000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21862,99000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21863,240000,4,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21864,130000,5,5,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21865,115000,5,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21866,119000,8,8,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21867,241000,5,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21868,93000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21869,260000,4,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21870,160000,6,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21871,250000,7,7,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21872,236000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21873,230000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21874,338000,6,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21875,170000,3,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21876,195000,3,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21877,89000,5,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21878,98000,4,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21879,150000,5,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21880,385000,24,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21881,276000,4,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21882,520000,8,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21883,192000,15,6,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21884,137000,2,2,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21885,206000,15,13,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21886,132000,4,1,Other,0,0,0,0,0,0,0,0,0,0,NA
FLP21887,327000,5,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21888,84000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21889,170000,10,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21890,310000,20,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21891,375000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21892,177000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21893,160000,3,2,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21894,142000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21895,161000,1,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21896,205000,6,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21897,283000,7,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21898,182000,6,6,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21899,190000,9,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21900,162000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21901,175000,12,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21902,169000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21903,200000,6,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21904,590000,7,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21905,775000,20,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21906,160000,3,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21907,80000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21908,750000,22,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21909,425000,17,5,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21910,107000,7,2,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21911,129000,6,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21912,173000,13,5,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21913,496000,15,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21914,120000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21915,230000,12,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21916,378000,5,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21917,234000,3,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21918,150000,4,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21919,225000,8,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21920,125000,4,2,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21921,338000,9,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21922,169000,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21923,278000,10,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21924,75000,2,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21925,145000,7,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21926,191000,1,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21927,150000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21928,136000,4,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21929,418000,6,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21930,327000,3,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21931,456000,20,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21932,96000,2,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21933,271000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21934,464000,30,20,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21935,150000,3,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21936,165000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21937,374000,19,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21938,236000,3,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21939,2000000,20,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21940,368000,4,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21941,130000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21942,160000,3,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21943,250000,4,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21944,180000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21945,120000,17,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21946,176000,15,15,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21947,157000,12,12,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21948,270000,15,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21949,520000,3,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21950,100000,5,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21951,223000,13,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21952,120000,8,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21953,153000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21954,90000,0,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21955,175000,3,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21956,644000,3,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21957,140000,6,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21958,406000,10,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21959,176000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21960,370000,4,4,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21961,98000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21962,241000,7,7,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21963,126000,3,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21964,330000,7,7,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21965,160000,10,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21966,220000,15,5,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21967,255000,10,2,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21968,106000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21969,190000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21970,135000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21971,160000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21972,240000,14,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21973,260000,10,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21974,185000,0,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21975,146000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21976,278000,3,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21977,830000,10,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21978,243000,9,9,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21979,315000,23,19,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21980,258000,20,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21981,217000,12,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21982,176000,7,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21983,270000,6,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21984,140000,3,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21985,1650000,20,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21986,800000,40,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21987,394000,13,8,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21988,97000,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21989,112000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21990,165000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21991,200000,13,13,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21992,196000,7,7,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21993,170000,3,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21994,148000,5,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21995,206000,10,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21996,215000,6,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP21997,350000,15,7,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP21998,190000,0,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP21999,274000,10,10,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP22000,373000,12,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP22001,233000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22002,146000,11,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22003,220000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22004,165000,1,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22005,242000,18,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22006,212000,8,5,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP22007,254000,6,6,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP22008,80000,2,2,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP22009,170000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22010,263000,7,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22011,255000,13,6,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP22012,350000,9,2,Other,0,0,0,0,0,0,0,0,0,0,NA
FLP22013,190000,8,7,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22014,275000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22015,210000,12,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22016,170000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22017,240000,10,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22018,104000,2,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22019,295000,10,2.5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22020,174000,9,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22021,430000,9,4,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP22022,240000,4,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22023,460000,25,19,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP22024,168000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22025,75000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22026,65000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22027,405000,13,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22028,100000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22029,193000,8,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP22030,234000,6,5,Female,0,0,0,0,0,0,0,0,0,0,NA
