ID,totalyearlycompensation,yearsofexperience,yearsatcompany,gender,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic,Education
FLP26224,254000,4,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26225,223000,4,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26226,300000,10,7,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26227,350000,14,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26228,209000,6,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26229,296000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26230,470000,4,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26231,90000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26232,166000,5,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26233,125000,5,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26234,220000,16,13,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26235,182000,5,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26236,250000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26237,150000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26238,165000,6,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26239,650000,5,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26240,173000,0,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26241,130000,4,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26242,190000,1,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26243,600000,6,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26244,134000,0,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26245,150000,0,0.5,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26246,123000,3,2,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26247,157000,10,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26248,134000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26249,134000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26250,167000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26251,260000,0,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26252,169000,16,16,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26253,110000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26254,430000,15,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26255,700000,16,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26256,172000,6,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26257,658000,10,1.5,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26258,235000,6,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26259,278000,12,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26260,295000,4,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26261,167000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26262,290000,6,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26263,335000,6,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26264,260000,9,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26265,217000,4,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26266,250000,10,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26267,98000,6,3,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26268,162000,3,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26269,300000,13,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26270,202000,4,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26271,128000,18,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26272,385000,8,1.5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26273,600000,15,8,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26274,120000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26275,235000,5,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26276,265000,8,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26277,235000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26278,147000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26279,163000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26280,220000,4,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26281,270000,3,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26282,263000,10,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26283,364000,5,2,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26284,121000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26285,240000,3,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26286,87000,1,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26287,77000,1,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26288,238000,2,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26289,117000,5,1.5,Other,0,0,0,0,0,0,0,0,0,0,NA
FLP26290,180000,5,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26291,171000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26292,173000,3,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26293,157000,9,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26294,194000,1,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26295,16000,3,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26296,115000,9,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26297,370000,5,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26298,150000,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26299,372000,8,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26300,132000,0,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26301,178000,9,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26302,192000,1,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26303,171000,5,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26304,161000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26305,190000,6,2,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26306,134000,5,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26307,182000,13,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26308,80000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26309,190000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26310,130000,4,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26311,76000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26312,190000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26313,98000,11,11,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26314,101000,1,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26315,260000,18,8,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26316,110000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26317,147000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26318,105000,4,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26319,258000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26320,103000,5,2.5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26321,223000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26322,165000,5,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26323,182000,6,0.1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26324,273000,10,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26325,163000,12,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26326,142000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26327,316000,3,3,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26328,210000,3,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26329,230000,2,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26330,240000,3,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26331,168000,1,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26332,147000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26333,112000,6,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26334,330000,17,10,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26335,182000,4,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26336,167000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26337,368000,15,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26338,277000,16,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26339,195000,6,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26340,325000,12,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26341,268000,7,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26342,171000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26343,167000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26344,161000,0,0.5,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26345,256000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26346,191000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26347,165000,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26348,177000,1,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26349,137000,3,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26350,250000,7,2.5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26351,106000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26352,235000,4,3,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26353,170000,6,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26354,260000,5,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26355,200000,5,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26356,415000,20,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26357,171000,5,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26358,440000,5,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26359,133000,5,4,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26360,170000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26361,121000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26362,121000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26363,290000,15,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26364,230000,17,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26365,230000,17,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26366,191000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26367,349000,7,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26368,78000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26369,235000,10,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26370,170000,6,2,Male,0,0,0,0,0,1,0,0,0,0,NA
FLP26371,185000,3,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26372,161000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26373,100000,3,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26374,153000,10,10,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26375,171000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26376,130000,2,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26377,460000,20,6,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26378,235000,7,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26379,150000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26380,225000,5,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26381,260000,20,5,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26382,136000,4,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26383,212000,6,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26384,266000,11,2,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26385,240000,6,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26386,215000,5,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26387,138000,2,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26388,340000,18,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26389,165000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26390,253000,13,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26391,750000,10,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26392,150000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26393,522000,8,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26394,345000,18,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26395,133000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26396,416000,6,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26397,257000,10,4,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26398,167000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26399,558000,8,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26400,250000,4,2,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26401,228000,3,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26402,121000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26403,225000,3,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26404,240000,3,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26405,170000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26406,360000,16,8,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26407,92000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26408,219000,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26409,273000,8,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26410,154000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26411,231000,4,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26412,305000,7,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26413,154000,2,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26414,450000,9,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26415,360000,10,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26416,204000,12,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26417,260000,16,14,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26418,280000,6,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26419,238000,0,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26420,194000,6,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26421,300000,10,6,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26422,230000,10,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26423,217000,2,2,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26424,137000,3,3,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26425,195000,8,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26426,180000,3,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26427,91000,4,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26428,385000,5,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26429,255000,5,7,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26430,222000,15,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26431,280000,8,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26432,70000,4,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26433,132000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26434,78000,4,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26435,140000,15,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26436,135000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26437,415000,9,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26438,225000,3,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26439,327000,8,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26440,182000,3,3,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26441,217000,12,5,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26442,255000,15,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26443,571000,21,12,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26444,420000,7,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26445,180000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26446,180000,2,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26447,413000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26448,157000,2,2,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26449,155000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26450,228000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26451,227000,2,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26452,225000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26453,227000,3,2.4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26454,125000,3,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26455,208000,6,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26456,95000,7,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26457,200000,8,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26458,102000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26459,134000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26460,452000,17,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26461,246000,9,9,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26462,269000,5,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26463,198000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26464,280000,10,2,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26465,117000,3,0.5,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26466,280000,8,3.5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26467,205000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26468,178000,6,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26469,103000,1,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26470,224000,6,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26471,98000,8,4,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26472,170000,3,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26473,108000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26474,55000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26475,180000,2,9,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26476,1000000,20,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26477,161000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26478,220000,14,8,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26479,155000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26480,108000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26481,164000,4,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26482,250000,7,7,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26483,330000,6,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26484,255000,6,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26485,320000,12,3.5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26486,200000,1,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26487,158000,5,1.5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26488,99000,1,1,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26489,245000,20,10,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26490,127000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26491,192000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26492,327000,10,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26493,367000,3,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26494,175000,7,2,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26495,190000,8,4,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26496,170000,8,2,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26497,110000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26498,160000,30,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26499,179000,8,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26500,170000,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26501,278000,4,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26502,230000,8,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26503,420000,6,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26504,162000,3,3,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26505,187000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26506,130000,5,2,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26507,130000,5,2,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26508,260000,7,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26509,192000,5,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26510,252000,6,2.5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26511,245000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26512,140000,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26513,272000,11,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26514,212000,11,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26515,303000,13,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26516,262000,2,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26517,128000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26518,128000,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26519,72000,2,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26520,206000,8,8,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26521,227000,7,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26522,214000,8,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26523,275000,6,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26524,225000,5,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26525,118000,5,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26526,300000,4,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26527,486000,6,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26528,140000,3,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26529,133000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26530,208000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26531,220000,24,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26532,103000,7,2.5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26533,172000,1,0,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26534,175000,6,5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26535,270000,14,12,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26536,134000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26537,340000,15,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26538,160000,18,8,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26539,230000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26540,555000,10,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26541,170000,6,4.5,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26542,450000,20,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26543,273000,10,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26544,210000,9,3,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26545,268000,7,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26546,410000,3,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26547,205000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26548,208000,3,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26549,100000,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26550,450000,9,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26551,180000,13,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26552,650000,10,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26553,535000,10,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26554,168000,3,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26555,100000,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26556,270000,9,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26557,90000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26558,319000,9,8,Other,0,0,0,0,0,0,0,0,0,0,NA
FLP26559,177000,15,8,Female,0,0,0,0,0,0,0,0,0,0,NA
FLP26560,82000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26561,200000,6,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26562,293000,8,2,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26563,270000,4,4,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26564,183000,5,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26565,390000,19,8,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26566,182000,2,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26567,190000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26568,169000,3,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26569,294000,3,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26570,150000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26571,270000,9,0,NA,0,0,0,0,0,0,0,0,0,0,NA
FLP26572,153000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26573,280000,6,3,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26574,130000,1,1,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26575,117000,1,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26576,159000,0,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26577,250000,3,0,Male,0,0,0,0,0,0,0,0,0,0,NA
FLP26578,215000,6,3,Female,0,0,0,0,0,0,0,0,0,0,NA
